ticket_id,created_date,user_id,issue_category,issue_subcategory,user_message,urgency,priority,sentiment,status,resolution_time_hours,channel,city,state,app_version,customer_segment,human_escalation_required,csat_score
TKT-202605-0122,2026-04-04,USR-848831,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,High,Low,Confused,Resolved,19.9,Chat,Pune,Maharashtra,8.23.0,New Investor,True,3.7
TKT-202605-0040,2026-04-04,USR-322423,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Medium,Medium,Calm,Resolved,7.6,Phone,Ahmedabad,Gujarat,8.23.0,Long-Term Investor,False,4.7
TKT-202605-0041,2026-04-04,USR-614663,Account,Account Locked,The app says my account is temporarily blocked after OTP attempts.,High,Medium,Confused,Open,55.4,Phone,Jaipur,Rajasthan,8.21.0,New Investor,True,3.9
TKT-202605-0295,2026-04-05,USR-436219,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,High,High,Frustrated,Escalated,71.2,Chat,Kolkata,West Bengal,8.25.0,New Investor,True,3.2
TKT-202605-0383,2026-04-05,USR-330533,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,High,High,Frustrated,Escalated,29.7,Email,Hyderabad,Telangana,8.24.2,Mutual Fund Investor,True,2.2
TKT-202605-0346,2026-04-05,USR-130401,IPO,IPO Mandate Failed,I approved the IPO mandate but the application still says pending.,High,High,Frustrated,In Progress,44.1,In-App,Delhi,Delhi,8.21.0,Active Trader,False,3.5
TKT-202605-0315,2026-04-05,USR-125382,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,High,Frustrated,Open,60.3,Chat,Kolkata,West Bengal,8.23.0,Long-Term Investor,True,2.4
TKT-202605-0279,2026-04-06,USR-834861,Stocks,Stock Holdings Not Visible,The stock is showing in positions but not in my holdings section.,Low,Medium,Confused,In Progress,21.6,Chat,Mumbai,Maharashtra,8.21.0,Mutual Fund Investor,False,3.4
TKT-202605-0128,2026-04-06,USR-165142,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Low,Low,Calm,In Progress,21.4,Chat,Kolkata,West Bengal,8.23.0,Active Trader,True,3.5
TKT-202605-0218,2026-04-06,USR-435109,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,Low,Low,Frustrated,Resolved,5.4,Chat,Pune,Maharashtra,8.21.0,Mutual Fund Investor,False,4.7
TKT-202605-0025,2026-04-06,USR-945687,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,High,High,Frustrated,Open,43.7,Phone,Delhi,Delhi,8.25.0,Long-Term Investor,True,2.7
TKT-202605-0314,2026-04-06,USR-699083,IPO,IPO Mandate Failed,My IPO UPI mandate failed and the bid is not confirmed.,Medium,High,Frustrated,Resolved,34.6,Email,Mumbai,Maharashtra,8.25.0,Mutual Fund Investor,False,3.6
TKT-202605-0228,2026-04-06,USR-113368,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Low,Low,Confused,Resolved,7.4,Chat,Jaipur,Rajasthan,8.21.0,Mutual Fund Investor,False,4.2
TKT-202605-0410,2026-04-07,USR-195189,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,Medium,High,Calm,Resolved,27.2,In-App,Bengaluru,Karnataka,8.25.0,High Value Customer,True,2.9
TKT-202605-0093,2026-04-07,USR-386042,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Medium,Medium,Frustrated,Open,13.8,In-App,Bengaluru,Karnataka,8.22.1,Active Trader,False,2.8
TKT-202605-0100,2026-04-07,USR-485896,IPO,IPO Mandate Failed,I approved the IPO mandate but the application still says pending.,High,Medium,Frustrated,Resolved,18.0,In-App,Bengaluru,Karnataka,8.24.2,Long-Term Investor,False,4.1
TKT-202605-0146,2026-04-07,USR-785491,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,High,High,Angry,Resolved,20.5,Phone,Chennai,Tamil Nadu,8.21.0,Active Trader,True,4.9
TKT-202605-0298,2026-04-08,USR-880900,IPO,IPO Application Status,The IPO bid is visible but the final status is still pending.,Low,Low,Calm,In Progress,17.0,Email,Bengaluru,Karnataka,8.22.1,Mutual Fund Investor,False,2.5
TKT-202605-0250,2026-04-08,USR-641975,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,High,Medium,Calm,Resolved,8.4,Email,Bengaluru,Karnataka,8.23.0,Mutual Fund Investor,False,4.3
TKT-202605-0191,2026-04-08,USR-776001,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,Low,Low,Frustrated,In Progress,45.1,Email,Mumbai,Maharashtra,8.22.1,Long-Term Investor,False,3.4
TKT-202605-0045,2026-04-08,USR-411797,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,Medium,Medium,Calm,Resolved,16.5,In-App,Mumbai,Maharashtra,8.23.0,Mutual Fund Investor,True,2.4
TKT-202605-0320,2026-04-08,USR-625600,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,Medium,Medium,Frustrated,Resolved,30.2,In-App,Jaipur,Rajasthan,8.24.2,Long-Term Investor,True,3.4
TKT-202605-0119,2026-04-08,USR-741181,Risky Financial Advice,F&O Risk Query,Is there a safe options strategy that gives guaranteed returns?,Low,Low,Calm,In Progress,20.0,In-App,Bengaluru,Karnataka,8.24.2,New Investor,False,3.1
TKT-202605-0019,2026-04-08,USR-800305,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,High,High,Calm,Resolved,25.5,Chat,Chennai,Tamil Nadu,8.24.2,High Value Customer,True,4.0
TKT-202605-0234,2026-04-08,USR-990079,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,Medium,Confused,Resolved,13.4,In-App,Ahmedabad,Gujarat,8.25.0,New Investor,True,3.8
TKT-202605-0281,2026-04-08,USR-702427,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,High,Calm,In Progress,40.4,Email,Gurugram,Haryana,8.25.0,High Value Customer,True,2.7
TKT-202605-0245,2026-04-09,USR-113595,IPO,IPO Mandate Failed,IPO amount is blocked but I cannot see the application status clearly.,High,High,Calm,In Progress,19.6,Chat,Jaipur,Rajasthan,8.24.2,Long-Term Investor,False,3.1
TKT-202605-0235,2026-04-09,USR-940183,Stocks,Stock Holdings Not Visible,My portfolio value looks incorrect after a stock transaction.,Low,Low,Calm,Resolved,36.7,Email,Chennai,Tamil Nadu,8.25.0,Active Trader,False,3.8
TKT-202605-0187,2026-04-09,USR-490586,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,Low,Medium,Confused,Resolved,27.2,In-App,Kolkata,West Bengal,8.21.0,New Investor,False,4.0
TKT-202605-0010,2026-04-09,USR-676510,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,High,Medium,Confused,Resolved,38.3,Chat,Bengaluru,Karnataka,8.25.0,Active Trader,True,2.9
TKT-202605-0066,2026-04-10,USR-246566,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,Medium,Confused,Open,69.6,In-App,Ahmedabad,Gujarat,8.23.0,Mutual Fund Investor,True,2.7
TKT-202605-0070,2026-04-10,USR-215266,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Medium,Medium,Angry,In Progress,30.3,In-App,Chennai,Tamil Nadu,8.22.1,Active Trader,False,3.5
TKT-202605-0207,2026-04-10,USR-347088,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,High,Low,Confused,Resolved,37.8,Chat,Jaipur,Rajasthan,8.23.0,Long-Term Investor,True,4.9
TKT-202605-0125,2026-04-10,USR-403528,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,Low,Medium,Calm,In Progress,27.4,Chat,Jaipur,Rajasthan,8.24.2,New Investor,False,2.5
TKT-202605-0326,2026-04-11,USR-579770,Mutual Funds,NAV Explanation,Why is my mutual fund NAV different from yesterday?,High,Low,Frustrated,Resolved,4.1,Email,Hyderabad,Telangana,8.24.2,Mutual Fund Investor,False,4.2
TKT-202605-0246,2026-04-11,USR-815819,General Education,ETF vs Mutual Fund,What is the difference between an ETF and a mutual fund?,Medium,High,Calm,Resolved,6.2,Chat,Chennai,Tamil Nadu,8.22.1,Mutual Fund Investor,False,3.8
TKT-202605-0282,2026-04-11,USR-913594,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,High,Medium,Confused,Resolved,51.2,Email,Gurugram,Haryana,8.22.1,Mutual Fund Investor,True,2.6
TKT-202605-0138,2026-04-11,USR-507286,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,High,High,Frustrated,Resolved,22.8,Chat,Pune,Maharashtra,8.23.0,New Investor,False,3.5
TKT-202605-0264,2026-04-11,USR-341162,IPO,IPO Application Status,When will I know my IPO allotment status?,Low,Medium,Frustrated,In Progress,7.9,Email,Jaipur,Rajasthan,8.23.0,New Investor,False,4.3
TKT-202605-0094,2026-04-11,USR-434165,Mutual Funds,NAV Explanation,Why is my mutual fund NAV different from yesterday?,Low,Low,Calm,Open,8.1,In-App,Ahmedabad,Gujarat,8.24.2,Long-Term Investor,False,3.2
TKT-202605-0109,2026-04-11,USR-755383,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Low,Low,Calm,Resolved,7.9,Email,Chennai,Tamil Nadu,8.21.0,Mutual Fund Investor,False,4.8
TKT-202605-0140,2026-04-12,USR-350956,Mutual Funds,NAV Explanation,I invested today but the NAV date looks different in the app.,High,High,Frustrated,Resolved,4.8,Chat,Hyderabad,Telangana,8.23.0,Active Trader,False,4.2
TKT-202605-0249,2026-04-12,USR-220294,KYC,KYC Rejected,The app says my selfie or document verification failed during KYC.,Low,High,Frustrated,Escalated,120.0,Chat,Chennai,Tamil Nadu,8.22.1,Mutual Fund Investor,True,3.2
TKT-202605-0015,2026-04-12,USR-830429,Stocks,Stock Holdings Not Visible,My portfolio value looks incorrect after a stock transaction.,Low,Low,Frustrated,Resolved,6.4,In-App,Kolkata,West Bengal,8.24.2,Long-Term Investor,False,4.6
TKT-202605-0074,2026-04-12,USR-797416,IPO,IPO Mandate Failed,I approved the IPO mandate but the application still says pending.,High,High,Frustrated,Resolved,48.5,Chat,Kolkata,West Bengal,8.22.1,High Value Customer,False,3.4
TKT-202605-0409,2026-04-13,USR-305888,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,Medium,Medium,Confused,Resolved,40.1,Chat,Delhi,Delhi,8.24.2,Mutual Fund Investor,False,3.9
TKT-202605-0338,2026-04-13,USR-422722,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Low,Low,Confused,Resolved,26.0,Email,Gurugram,Haryana,8.23.0,New Investor,False,3.3
TKT-202605-0336,2026-04-13,USR-926471,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Low,Low,Confused,Resolved,20.6,Chat,Gurugram,Haryana,8.24.2,Active Trader,True,4.1
TKT-202605-0052,2026-04-13,USR-266071,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Low,Low,Calm,Open,41.3,Email,Pune,Maharashtra,8.24.2,New Investor,False,3.8
TKT-202605-0120,2026-04-13,USR-471496,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,High,High,Frustrated,Resolved,37.0,Phone,Jaipur,Rajasthan,8.24.2,Mutual Fund Investor,True,4.0
TKT-202605-0382,2026-04-14,USR-286710,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Medium,Medium,Calm,Resolved,22.9,Chat,Kolkata,West Bengal,8.23.0,New Investor,False,3.6
TKT-202605-0123,2026-04-14,USR-344146,Stocks,Stock Holdings Not Visible,My bought shares are not visible in holdings after the order was completed.,Low,Low,Confused,Resolved,26.3,Chat,Jaipur,Rajasthan,8.23.0,Mutual Fund Investor,False,4.7
TKT-202605-0239,2026-04-15,USR-790441,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Low,Medium,Confused,Resolved,13.4,In-App,Chennai,Tamil Nadu,8.22.1,Mutual Fund Investor,True,4.1
TKT-202605-0373,2026-04-15,USR-974774,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Low,High,Frustrated,Escalated,51.3,In-App,Delhi,Delhi,8.21.0,Active Trader,True,3.1
TKT-202605-0090,2026-04-15,USR-652108,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,Low,Medium,Confused,Resolved,37.8,Phone,Hyderabad,Telangana,8.25.0,Mutual Fund Investor,False,4.4
TKT-202605-0115,2026-04-15,USR-455556,IPO,IPO Mandate Failed,IPO amount is blocked but I cannot see the application status clearly.,High,Medium,Calm,Resolved,18.3,In-App,Chennai,Tamil Nadu,8.24.2,New Investor,False,3.8
TKT-202605-0379,2026-04-16,USR-756895,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,Medium,High,Frustrated,Escalated,120.0,Chat,Ahmedabad,Gujarat,8.21.0,New Investor,True,2.5
TKT-202605-0161,2026-04-16,USR-838968,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,High,High,Frustrated,Resolved,13.9,Chat,Delhi,Delhi,8.24.2,Long-Term Investor,False,3.8
TKT-202605-0101,2026-04-16,USR-962287,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,Medium,Medium,Calm,Resolved,9.5,Email,Ahmedabad,Gujarat,8.23.0,New Investor,False,3.8
TKT-202605-0355,2026-04-17,USR-231647,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,Medium,Medium,Frustrated,Resolved,21.8,Chat,Ahmedabad,Gujarat,8.24.2,New Investor,True,2.0
TKT-202605-0352,2026-04-17,USR-792232,Risky Financial Advice,F&O Risk Query,Can I put all my money into F&O for quick profit?,Low,Medium,Confused,Resolved,15.5,Chat,Pune,Maharashtra,8.25.0,Long-Term Investor,False,4.0
TKT-202605-0384,2026-04-18,USR-392731,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,Low,Medium,Confused,In Progress,17.5,Phone,Gurugram,Haryana,8.24.2,New Investor,False,4.2
TKT-202605-0201,2026-04-18,USR-467506,IPO,IPO Application Status,My IPO application is submitted but I cannot see the allotment result.,Medium,Medium,Calm,Resolved,11.7,Phone,Mumbai,Maharashtra,8.24.2,New Investor,False,3.4
TKT-202605-0028,2026-04-18,USR-945742,Stocks,Stock Holdings Not Visible,My bought shares are not visible in holdings after the order was completed.,Medium,Medium,Frustrated,Resolved,16.6,Chat,Mumbai,Maharashtra,8.21.0,High Value Customer,False,3.9
TKT-202605-0215,2026-04-19,USR-918207,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,High,High,Frustrated,Resolved,18.7,Chat,Gurugram,Haryana,8.25.0,Mutual Fund Investor,False,4.0
TKT-202605-0411,2026-04-19,USR-850582,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,High,High,Confused,Resolved,62.8,In-App,Jaipur,Rajasthan,8.22.1,Long-Term Investor,False,4.2
TKT-202605-0213,2026-04-19,USR-477880,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,High,Medium,Calm,Resolved,49.2,Chat,Mumbai,Maharashtra,8.23.0,Active Trader,True,3.2
TKT-202605-0113,2026-04-19,USR-194423,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,High,Calm,In Progress,39.1,Email,Chennai,Tamil Nadu,8.25.0,New Investor,False,3.9
TKT-202605-0331,2026-04-19,USR-251631,Stocks,Stock Holdings Not Visible,My bought shares are not visible in holdings after the order was completed.,Low,Low,Frustrated,Resolved,13.9,Phone,Kolkata,West Bengal,8.21.0,Active Trader,False,4.7
TKT-202605-0313,2026-04-20,USR-255202,Account,Account Locked,My account is locked and I need urgent help to access my holdings.,Low,Medium,Angry,Escalated,60.5,Chat,Bengaluru,Karnataka,8.23.0,Long-Term Investor,False,3.0
TKT-202605-0055,2026-04-20,USR-831380,Stocks,Stock Holdings Not Visible,My bought shares are not visible in holdings after the order was completed.,Medium,Medium,Calm,Resolved,22.3,Email,Ahmedabad,Gujarat,8.22.1,Long-Term Investor,False,4.0
TKT-202605-0180,2026-04-20,USR-987586,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,Medium,High,Angry,Resolved,89.8,Chat,Jaipur,Rajasthan,8.21.0,Active Trader,True,3.1
TKT-202605-0300,2026-04-20,USR-261395,Account,Account Locked,I cannot access my account and I am worried about unauthorized activity.,High,High,Frustrated,Resolved,41.4,Email,Chennai,Tamil Nadu,8.21.0,Mutual Fund Investor,False,3.4
TKT-202605-0079,2026-04-20,USR-326040,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,Low,Low,Calm,Resolved,6.3,Chat,Delhi,Delhi,8.23.0,Active Trader,False,4.4
TKT-202605-0091,2026-04-20,USR-565776,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Medium,Low,Confused,In Progress,16.0,Chat,Delhi,Delhi,8.24.2,Active Trader,True,2.9
TKT-202605-0039,2026-04-20,USR-965845,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Medium,Medium,Frustrated,Resolved,9.9,Email,Kolkata,West Bengal,8.23.0,New Investor,True,4.1
TKT-202605-0285,2026-04-20,USR-923481,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,Low,Calm,Resolved,57.4,Chat,Ahmedabad,Gujarat,8.24.2,Mutual Fund Investor,False,4.0
TKT-202605-0023,2026-04-20,USR-925622,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Medium,Low,Calm,Open,18.8,Chat,Hyderabad,Telangana,8.25.0,Long-Term Investor,False,4.1
TKT-202605-0258,2026-04-20,USR-390119,Account,Account Locked,The app says my account is temporarily blocked after OTP attempts.,Low,Low,Calm,In Progress,32.6,Chat,Gurugram,Haryana,8.24.2,Long-Term Investor,True,4.0
TKT-202605-0400,2026-04-21,USR-535798,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,High,High,Calm,Resolved,79.6,Chat,Kolkata,West Bengal,8.24.2,High Value Customer,True,3.8
TKT-202605-0397,2026-04-21,USR-403905,Stocks,Stock Holdings Not Visible,My portfolio value looks incorrect after a stock transaction.,High,High,Angry,Resolved,7.8,Phone,Ahmedabad,Gujarat,8.24.2,Long-Term Investor,False,4.2
TKT-202605-0395,2026-04-21,USR-798724,Risky Financial Advice,F&O Risk Query,Can I put all my money into F&O for quick profit?,Medium,Medium,Confused,Open,16.9,Chat,Chennai,Tamil Nadu,8.21.0,High Value Customer,False,2.7
TKT-202605-0022,2026-04-21,USR-207786,IPO,IPO Mandate Failed,I approved the IPO mandate but the application still says pending.,Medium,Medium,Confused,Escalated,37.8,Phone,Kolkata,West Bengal,8.25.0,Active Trader,True,2.7
TKT-202605-0377,2026-04-21,USR-265416,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,High,Angry,Resolved,56.9,In-App,Kolkata,West Bengal,8.21.0,New Investor,True,3.6
TKT-202605-0323,2026-04-21,USR-862398,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,High,Medium,Calm,Resolved,12.5,Phone,Gurugram,Haryana,8.25.0,Active Trader,False,2.5
TKT-202605-0297,2026-04-21,USR-113228,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,High,High,Confused,Resolved,68.4,In-App,Bengaluru,Karnataka,8.24.2,Active Trader,True,3.0
TKT-202605-0288,2026-04-21,USR-428709,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,High,Frustrated,Open,42.3,Phone,Delhi,Delhi,8.24.2,Mutual Fund Investor,False,2.5
TKT-202605-0124,2026-04-22,USR-401198,Account,Account Locked,The app says my account is temporarily blocked after OTP attempts.,High,High,Confused,Open,22.0,Chat,Bengaluru,Karnataka,8.21.0,Long-Term Investor,False,4.1
TKT-202605-0325,2026-04-22,USR-337264,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,Medium,Medium,Calm,Resolved,19.1,Chat,Jaipur,Rajasthan,8.25.0,High Value Customer,False,4.2
TKT-202605-0168,2026-04-22,USR-700556,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,High,Angry,In Progress,80.1,In-App,Hyderabad,Telangana,8.23.0,Long-Term Investor,False,3.8
TKT-202605-0169,2026-04-22,USR-898462,Risky Financial Advice,F&O Risk Query,Please explain why F&O is considered risky for beginners.,Medium,High,Confused,Escalated,13.6,Chat,Kolkata,West Bengal,8.22.1,Mutual Fund Investor,False,4.3
TKT-202605-0293,2026-04-22,USR-936726,Risky Financial Advice,F&O Risk Query,Is there a safe options strategy that gives guaranteed returns?,Medium,Medium,Confused,Resolved,6.1,Email,Chennai,Tamil Nadu,8.24.2,Mutual Fund Investor,False,3.4
TKT-202605-0014,2026-04-22,USR-115474,IPO,IPO Mandate Failed,My IPO UPI mandate failed and the bid is not confirmed.,Medium,Medium,Confused,Resolved,8.5,In-App,Kolkata,West Bengal,8.25.0,New Investor,True,4.3
TKT-202605-0189,2026-04-22,USR-573869,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Low,Low,Calm,Resolved,4.8,Email,Gurugram,Haryana,8.25.0,New Investor,False,3.7
TKT-202605-0194,2026-04-22,USR-608223,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,High,High,Confused,Open,37.9,In-App,Kolkata,West Bengal,8.23.0,Active Trader,True,2.6
TKT-202605-0063,2026-04-22,USR-409445,Account,Account Locked,The app says my account is temporarily blocked after OTP attempts.,High,High,Angry,Resolved,19.0,Phone,Mumbai,Maharashtra,8.22.1,New Investor,False,4.3
TKT-202605-0273,2026-04-22,USR-677321,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Medium,Medium,Calm,Resolved,30.4,Phone,Mumbai,Maharashtra,8.24.2,New Investor,False,3.8
TKT-202605-0393,2026-04-23,USR-644861,Account,Account Locked,I cannot access my account and I am worried about unauthorized activity.,Medium,Medium,Calm,Resolved,14.4,Chat,Ahmedabad,Gujarat,8.24.2,Mutual Fund Investor,True,4.4
TKT-202605-0361,2026-04-23,USR-947082,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,High,High,Frustrated,In Progress,86.7,Chat,Gurugram,Haryana,8.24.2,Mutual Fund Investor,True,2.3
TKT-202605-0081,2026-04-23,USR-557409,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,High,High,Frustrated,Resolved,19.6,Email,Kolkata,West Bengal,8.21.0,Active Trader,False,3.3
TKT-202605-0182,2026-04-24,USR-635593,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,High,High,Calm,Resolved,31.0,Chat,Bengaluru,Karnataka,8.25.0,New Investor,True,3.6
TKT-202605-0214,2026-04-24,USR-978343,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,Low,Calm,Resolved,24.1,Phone,Bengaluru,Karnataka,8.24.2,Active Trader,True,3.7
TKT-202605-0367,2026-04-24,USR-589638,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,Medium,Low,Frustrated,Resolved,35.4,In-App,Mumbai,Maharashtra,8.24.2,High Value Customer,False,4.1
TKT-202605-0105,2026-04-24,USR-177649,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Low,Low,Confused,In Progress,12.0,Chat,Pune,Maharashtra,8.24.2,High Value Customer,False,3.4
TKT-202605-0053,2026-04-25,USR-605937,IPO,IPO Application Status,My IPO application is submitted but I cannot see the allotment result.,Low,Medium,Calm,Resolved,7.4,Chat,Ahmedabad,Gujarat,8.24.2,Active Trader,False,4.6
TKT-202605-0008,2026-04-25,USR-624902,Account,Account Locked,My account is locked and I need urgent help to access my holdings.,High,High,Frustrated,In Progress,53.3,Email,Jaipur,Rajasthan,8.21.0,Mutual Fund Investor,False,4.2
TKT-202605-0020,2026-04-25,USR-629959,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,High,Frustrated,Resolved,20.3,Chat,Mumbai,Maharashtra,8.25.0,New Investor,False,4.9
TKT-202605-0390,2026-04-25,USR-628027,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Medium,High,Confused,In Progress,32.4,Email,Ahmedabad,Gujarat,8.21.0,Active Trader,False,1.5
TKT-202605-0037,2026-04-25,USR-849747,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,Low,Low,Confused,Resolved,13.2,Chat,Delhi,Delhi,8.24.2,Mutual Fund Investor,False,5.0
TKT-202605-0159,2026-04-26,USR-606384,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,Medium,Confused,Open,24.4,Email,Pune,Maharashtra,8.23.0,Mutual Fund Investor,True,3.0
TKT-202605-0350,2026-04-26,USR-266744,Risky Financial Advice,F&O Risk Query,Is there a safe options strategy that gives guaranteed returns?,Low,Low,Confused,Resolved,7.3,Chat,Chennai,Tamil Nadu,8.23.0,Long-Term Investor,False,3.9
TKT-202605-0084,2026-04-26,USR-691119,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,High,Medium,Frustrated,Escalated,37.0,Email,Delhi,Delhi,8.25.0,Mutual Fund Investor,True,2.9
TKT-202605-0183,2026-04-26,USR-287654,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,Medium,Medium,Calm,Resolved,13.6,Email,Gurugram,Haryana,8.25.0,Long-Term Investor,False,2.3
TKT-202605-0263,2026-04-26,USR-716225,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Medium,Medium,Confused,Resolved,2.8,In-App,Jaipur,Rajasthan,8.21.0,New Investor,False,4.1
TKT-202605-0217,2026-04-26,USR-213355,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,Medium,Medium,Confused,Resolved,12.7,Chat,Bengaluru,Karnataka,8.25.0,Mutual Fund Investor,False,4.0
TKT-202605-0162,2026-04-26,USR-741003,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,High,Confused,Escalated,94.2,Email,Jaipur,Rajasthan,8.23.0,Long-Term Investor,True,2.8
TKT-202605-0365,2026-04-27,USR-453796,KYC,KYC Rejected,The app says my selfie or document verification failed during KYC.,Medium,High,Confused,Resolved,62.2,Phone,Pune,Maharashtra,8.22.1,Mutual Fund Investor,False,3.8
TKT-202605-0412,2026-04-27,USR-639231,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,High,Frustrated,In Progress,35.8,Chat,Hyderabad,Telangana,8.24.2,Active Trader,False,3.9
TKT-202605-0210,2026-04-27,USR-609172,IPO,IPO Mandate Failed,IPO amount is blocked but I cannot see the application status clearly.,High,High,Frustrated,Resolved,120.0,Email,Mumbai,Maharashtra,8.21.0,New Investor,False,3.9
TKT-202605-0257,2026-04-27,USR-302897,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,High,Angry,Resolved,67.9,Email,Hyderabad,Telangana,8.23.0,Mutual Fund Investor,False,2.7
TKT-202605-0004,2026-04-27,USR-279451,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,Low,Low,Calm,Resolved,11.9,Phone,Kolkata,West Bengal,8.22.1,Active Trader,False,4.6
